time,V_C,I_L,V_IN
0.0044255,86.45397389,0.026159727,155.3558047
0.004426,87.15827428,0.747670583,165.5181365
0.0044265,89.24687942,1.51216051,174.3265672
0.004427,92.76316718,2.293097871,182.6205752
0.0044275,97.75393778,3.093278342,184.2174943
0.004428,104.1979681,3.851691717,180.9810661
0.0044285,111.9385856,4.48765195,177.9561907
0.004429,120.7860609,5.146568122,175.1137396
0.0044295,131.8258575,6.905798926,173.040518
0.00443,145.7414236,7.894746114,171.0901648
0.0044305,160.1653181,7.451970278,169.2901962
0.004431,172.7776813,6.062004235,165.7686047
0.0044315,182.770987,4.923103838,163.1737266
0.004432,191.4662095,4.477778388,163.0694917
0.0044325,199.3178631,4.000702627,166.2085174
0.004433,206.2702078,3.507390746,172.921685
0.0044335,212.3247018,3.035421445,179.4433274
0.004434,217.545509,2.605538271,183.9908345
0.0044345,221.9706744,2.170612558,183.6614266
0.004435,225.5683158,1.70291332,180.4674685
0.0044355,228.2641754,1.202890515,176.6764654
0.004436,229.9929332,0.666002852,174.2306929
0.0044365,230.6971786,0.091722828,170.9042301
0.004437,230.3169843,-0.504912922,168.4841123
0.0044375,228.8165663,-1.114075684,165.81807
0.004438,226.2064855,-1.699911451,162.4251586
0.0044385,222.5567306,-2.245852166,158.8723629
0.004439,217.8681322,-2.805734345,154.0741312
0.0044395,212.1334653,-3.38466559,147.15251
0.00444,205.3654671,-3.926045515,136.5731743
0.0044405,197.5606899,-4.520517087,125.1430229
0.004441,188.5186928,-5.456651245,113.2653825
0.0044415,175.2804577,-8.888734083,101.3737528
0.004442,155.9456675,-11.81434385,91.56330763
0.0044425,132.3841872,-13.20445367,84.32740217
0.004443,108.0900028,-12.83517305,78.99500018
0.0044435,85.68469033,-11.14034683,76.46400072
0.004444,67.42661156,-8.450802525,75.40651103
0.0044445,54.44823042,-5.726460217,73.53336682
0.004445,44.87393036,-4.806964056,70.60551283
0.0044455,36.43987412,-4.302326397,68.43775759
0.004446,28.94322742,-3.78979312,68.29707222
0.0044465,22.43285943,-3.226583405,71.61674583
0.004447,17.0300389,-2.59832354,76.95503853
0.0044475,12.82958923,-1.932436578,80.56934042
0.004448,9.939778506,-1.179854644,83.13969818
0.0044485,8.48593468,-0.386875717,86.81881202
0.004449,8.506901898,0.409200193,92.56416137
0.0044495,10.01173376,1.222463511,99.45348008
0.00445,13.07041783,2.080994619,104.5279548
0.0044505,17.70948897,2.923540329,105.2038315
0.004451,23.84893071,3.694956627,102.7046705
0.0044515,31.32817818,4.360405001,100.2662978
0.004452,39.86774566,4.917260242,97.89668669
0.0044525,50.06767252,6.123051687,93.2782666
0.004453,62.65357025,7.387417273,88.70060941
0.0044535,76.27023395,7.060447387,85.00378522
0.004454,88.26834533,5.854900532,79.911764
0.0044545,98.04624848,4.885671011,76.61386257
0.004455,106.6771873,4.429107641,73.81757447
0.0044555,114.4013035,3.900223827,73.1416313
0.004456,121.1043446,3.335471474,71.15493312
0.0044565,126.6919348,2.691070329,66.45160029
0.004457,131.0134004,1.966211314,60.55407378
0.0044575,133.9369892,1.169615948,54.53155707
0.004458,135.3379372,0.343319611,48.1011959
0.0044585,135.157881,-0.549250248,41.85673046
0.004459,133.2875623,-1.471480573,36.75239561
0.0044595,129.7065681,-2.394110207,31.94504497
0.00446,124.4421427,-3.284424831,26.50675733
0.0044605,117.5386272,-4.180271287,18.34636018
0.004461,108.9762172,-5.194875523,11.1384139
0.0044615,95.26936118,-10.0563999,5.746881424
0.004462,72.62253478,-13.88952339,3.844385103
0.0044625,45.51737542,-14.94434627,0.085250325
0.004463,18.55863879,-13.90770572,-7.007725614
0.0044635,-5.271781506,-11.57020777,-12.5150449
0.004464,-24.01742299,-8.592333281,-16.70907289
0.0044645,-37.18398222,-5.679575952,-22.95240354
0.004465,-46.65008648,-4.822673578,-31.03311765
0.0044655,-55.21126057,-4.42499244,-34.66491521
0.004466,-63.03217036,-4.015871644,-35.26629295
0.0044665,-70.06479361,-3.582048744,-40.26312495
0.004467,-76.28625461,-3.131330581,-45.64047812
0.0044675,-81.67306388,-2.688277858,-47.08684526
0.004468,-86.23865552,-2.242783551,-48.50308302
0.0044685,-89.95891327,-1.778964627,-50.86543299
0.004469,-92.80550848,-1.289959317,-54.05686084
0.0044695,-94.7699459,-0.835988955,-59.87900564
0.00447,-95.95046352,-0.45203034,-68.07930539
0.0044705,-96.5239278,-0.179322943,-74.44476665
0.004471,-96.64599139,0.037878898,-82.6741396
0.0044715,-96.4160954,0.19393364,-89.25635332
0.004472,-95.98925955,0.257983668,-93.28365689
0.0044725,-95.49361328,0.271571701,-99.30399595
0.004473,-94.99834059,0.2494853,-105.9406087
0.0044735,-94.62605872,0.143526549,-108.7762584
0.004474,-94.49534132,-0.005921255,-109.280839
0.0044745,-94.64423346,-0.153356774,-109.5088151
0.004475,-95.04414095,-0.27490449,-106.3204616
0.0044755,-95.64923068,-0.372695883,-99.79858773
0.004476,-96.385412,-0.40707713,-92.99331423
0.0044765,-97.08983872,-0.342588843,-88.59052248
0.004477,-97.63271522,-0.241769468,-85.48244738
0.0044775,-97.9686513,-0.111947962,-82.07719428
0.004478,-98.02178059,0.058846912,-78.46247659
0.0044785,-97.73179551,0.252686953,-73.91968545
0.004479,-97.06229099,0.475743009,-73.1049101
0.0044795,-95.97422365,0.695299036,-75.75862406
0.00448,-94.50807702,0.878112713,-78.27786826
0.0044805,-92.76709976,0.99294937,-81.29441858
0.004481,-90.85649435,1.061874674,-85.94472529
0.0044815,-88.89137445,1.043599137,-93.43758005
0.004482,-87.03822504,0.949192181,-100.2629346
0.0044825,-85.42886204,0.777319404,-105.3639643
0.004483,-84.19367621,0.546895069,-107.8488009
0.0044835,-83.42027766,0.285467077,-109.0296492
0.004484,-83.13884656,0.018633481,-109.0868993
0.0044845,-83.34536352,-0.239219713,-106.9109976
0.004485,-84.0059521,-0.468263446,-106.3114274
0.0044855,-85.0621885,-0.668362392,-105.6792959
0.004486,-86.4669546,-0.846403761,-108.2047514
0.0044865,-88.19572777,-1.024928906,-113.0146256
0.004487,-90.30625815,-1.258775276,-119.0579615
0.0044875,-92.86322994,-1.502663311,-122.6644442
0.004488,-95.86250262,-1.731285377,-124.8825135
0.0044885,-99.27488519,-1.954282066,-126.7909167
0.004489,-103.0877296,-2.167236226,-130.2159874
0.0044895,-107.2920477,-2.374771867,-134.0570573
0.00449,-111.8554207,-2.554933908,-138.1781316
0.0044905,-116.7236796,-2.690699541,-141.1222163
0.004491,-121.8306128,-2.819349883,-144.0588845
0.0044915,-127.1579189,-2.929066403,-144.4835983
0.004492,-132.6598628,-3.005707736,-147.3150718
0.0044925,-138.2614936,-3.035415808,-150.57734
0.004493,-143.8783613,-3.017681326,-149.7793147
0.0044935,-149.4175519,-2.955963648,-149.0771982
0.004494,-154.7857728,-2.843813911,-150.4992428
0.0044945,-159.9020085,-2.683718227,-151.3920267
0.004495,-164.6975204,-2.487097694,-152.6863011
0.0044955,-169.1158471,-2.274308384,-155.5442427
0.004496,-173.1302263,-2.051956757,-158.3829517
0.0044965,-176.7038699,-1.798287272,-154.9792452
0.004497,-179.7655052,-1.507427335,-151.4149033
0.0044975,-182.2461791,-1.176616427,-150.8462803
0.004498,-184.0793939,-0.80611128,-147.1229216
0.0044985,-185.2011078,-0.399185878,-141.5616793
0.004499,-185.549734,0.037868544,-137.8089937
0.0044995,-185.0661476,0.495739183,-135.8000202
0.0045,-183.7147002,0.957862982,-132.5700721
0.0045005,-181.5086198,1.414570635,-130.3010026
0.004501,-178.4676804,1.862957542,-130.7992416
0.0045015,-174.6149164,2.299162002,-128.0530738
0.004502,-169.9766237,2.718365216,-124.229664
0.0045025,-164.5823585,3.114791285,-116.7444947
0.004503,-158.4722223,3.492037561,-106.8549156
0.0045035,-151.6408687,3.894642577,-98.65981717
0.004504,-144.0233552,4.325040515,-89.80871102
0.0045045,-135.6270228,4.733156987,-83.54735255
0.004505,-126.3908648,5.3358029,-82.11328454
0.0045055,-115.4281786,6.536525746,-82.03668517
0.004506,-102.7056299,7.026100745,-81.18162132
0.0045065,-89.96882578,6.607895439,-80.94110891
0.004507,-78.61070552,5.628010856,-80.56193745
0.0045075,-68.93351907,4.934512678,-77.55671709
0.004508,-60.10975907,4.599091477,-74.22976626
0.0045085,-51.90792572,4.252909231,-72.28650813
0.004509,-44.40584725,3.838776225,-69.10398977
0.0045095,-37.66811581,3.437117154,-66.59607627
0.00451,-31.7011797,2.998787298,-68.95265419
0.0045105,-26.59930913,2.502480543,-70.77960096
0.004511,-22.45835466,1.959928401,-70.95312682
0.0045115,-19.33709058,1.402072812,-70.02021615
0.004512,-17.24932199,0.85766057,-67.36566602
0.0045125,-16.1598689,0.336772936,-65.49141013
0.004513,-16.00107726,-0.159304414,-64.01384364
0.0045135,-16.73882684,-0.632085203,-65.24859113
0.004514,-18.33676664,-1.090548416,-64.86618495
0.0045145,-20.75307298,-1.51081235,-60.50851846
0.004515,-23.88544576,-1.858591385,-57.92744541
0.0045155,-27.6033371,-2.144103436,-57.83934183
0.004516,-31.79570101,-2.376957038,-59.22983305
0.0045165,-36.37010382,-2.559060247,-60.76944029
0.004517,-41.25583991,-2.709838481,-63.67569479
0.0045175,-46.38511824,-2.827028079,-65.0521772
0.004518,-51.67318933,-2.887192887,-63.66032544
0.0045185,-57.02063333,-2.88077022,-61.55515624
0.004519,-62.31336,-2.812070864,-62.2650391
0.0045195,-67.42952811,-2.699899146,-60.87846419
0.00452,-72.28192333,-2.527089219,-56.5015332
0.0045205,-76.70519029,-2.235163242,-50.06715987
0.004521,-80.51907661,-1.869404905,-42.97136196
0.0045215,-83.56480691,-1.401402607,-35.45029514
0.004522,-85.66611108,-0.859225749,-25.5306078
0.0045225,-86.65063244,-0.177235923,-12.89813296
0.004523,-86.2761832,0.594781555,-2.390388071
0.0045235,-84.37959652,1.464794244,8.366742607
0.004524,-80.85233465,2.342788637,17.86932829
0.0045245,-75.66815556,3.250226478,24.82473106
0.004525,-68.80684271,4.151388763,27.30307515
0.0045255,-60.3310539,5.072546786,27.41354804
0.004526,-47.7170813,9.013167684,24.92422677
0.0045265,-28.03888138,11.7412996,20.61619306
0.004527,-5.822819119,11.8948606,14.07087046
0.0045275,14.54635062,9.801852897,6.678858414
0.004528,29.55640683,6.444538108,-0.724931325
0.0045285,39.37770127,4.726383518,-7.95818561
0.004529,47.48226445,4.020509768,-18.18969755
0.0045295,54.21168358,3.214751816,-30.4828424
0.00453,59.24290277,2.193217437,-41.30183436
0.0045305,62.28835355,1.086018517,-51.28612282
0.004531,63.23852902,-0.071661007,-57.67529745
0.0045315,61.99863039,-1.267165823,-61.55326533
0.004532,58.54564682,-2.454468712,-62.455876
0.0045325,52.94415216,-3.582240285,-59.86816389
0.004533,45.33597708,-4.631814264,-57.57355371
0.0045335,34.53279592,-8.13306115,-56.16818411
0.004534,14.92584901,-12.60283457,-52.88384069
0.0045345,-10.14213791,-13.91849326,-48.40038782
0.004535,-34.95234285,-12.47820088,-43.67863886
0.0045355,-55.07001079,-9.051575525,-36.72903769
0.004536,-68.30016199,-5.58259727,-30.28552753
0.0045365,-77.66214924,-4.651527382,-24.60780963
0.004537,-85.57483347,-3.895505593,-20.03172299
0.0045375,-92.03281952,-3.073710624,-17.85995003
0.004538,-96.93063082,-2.204650079,-15.45485624
0.0045385,-100.1888352,-1.311625719,-10.15337968
0.004539,-101.7341874,-0.346766851,-3.912884687
0.0045395,-101.4528109,0.651768275,1.676803272
0.00454,-99.31139749,1.660544833,6.338320027
0.0045405,-95.30836416,2.666647106,11.31866545
0.004541,-89.45633146,3.650538514,17.57859087
0.0045415,-81.78332375,4.641970953,24.32289028
0.004542,-70.77191103,8.347020192,29.79312478
0.0045425,-50.02353475,13.6740927,35.1061599
0.004543,-21.91198043,16.10570709,40.10657269
0.0045435,8.019682444,15.8927838,42.45587802
0.004544,35.61361573,13.58671953,42.9490893
0.0045445,57.50373715,9.928377878,39.04237042
0.004545,72.02794213,5.904205728,35.75081356
0.0045455,81.34348456,4.582172714,34.72846955
0.004546,89.1940167,3.894657544,35.32191007
0.0045465,95.75417884,3.186486995,35.37072181
0.004547,100.9842384,2.459161778,36.42888053
0.0045475,104.8500659,1.716061463,40.98824544
0.004548,107.3589056,1.003929152,48.29813283
0.0045485,108.6445986,0.394107851,55.05254918
0.004549,108.8617371,-0.146028899,61.4443066
0.0045495,108.1608834,-0.591906204,68.17871152
0.00455,106.7119882,-0.952287443,70.9082893
0.0045505,104.6410523,-1.280333812,72.19220931
0.004551,102.0073864,-1.560525514,76.02981147
0.0045515,98.94010259,-1.736843342,81.80193214
0.004552,95.63380328,-1.820914073,86.78187323
0.0045525,92.23466244,-1.838605502,87.6722965
0.004553,88.84581918,-1.814019626,86.81701423
0.0045535,85.52500682,-1.771272404,84.56559489
0.004554,82.2875937,-1.723224791,82.14298069
0.0045545,79.15384195,-1.658219578,77.57946732
0.004555,76.1240461,-1.626978008,69.63170554
0.0045555,73.09878932,-1.649207942,58.32217116
0.004556,69.95332125,-1.759402725,49.56133021
0.0045565,66.56881245,-1.894187487,41.62863955
0.004557,62.91319538,-2.06498857,34.70769603
0.0045575,58.90333376,-2.262531758,28.07272192
0.004558,54.52648976,-2.475388218,19.34497331
0.0045585,49.70808632,-2.726419028,8.074854847
0.004559,44.43487591,-2.986150789,-4.746690814
0.0045595,38.55340934,-3.373240807,-17.54816785
0.00456,31.89918395,-3.818252693,-28.50371359
0.0045605,24.41376097,-4.282663309,-38.3075954
0.004561,16.02412417,-4.773671207,-42.79718867
0.0045615,6.474279075,-5.773103031,-43.02690503
0.004562,-5.893971413,-7.488197921,-40.89128571
0.0045625,-20.37332458,-7.854370581,-37.87659035
0.004563,-34.15763507,-6.849541039,-32.14332645
0.0045635,-45.28686062,-5.229710497,-26.75586817
0.004564,-54.18840994,-4.546122591,-22.06072494
0.0045645,-62.14472422,-4.029409915,-17.19523039
0.004565,-69.04231445,-3.407271912,-11.04890228
0.0045655,-74.71148982,-2.695816319,-4.296239457
0.004566,-78.94691992,-1.864963384,0.591351154
0.0045665,-81.59887098,-0.99531672,3.804467583
0.004567,-82.64412179,-0.125422332,7.985016675
0.0045675,-82.0322193,0.777770255,13.12053929
0.004568,-79.72927079,1.706204529,16.16937583
0.0045685,-75.73510688,2.607739399,15.13696571
0.004569,-70.13313516,3.427303496,13.28922777
0.0045695,-63.10449024,4.149448198,13.77427244
0.00457,-54.79954641,4.822792979,17.50461104
0.0045705,-44.38628037,6.956629953,18.82525786
0.004571,-28.84716348,9.530686606,18.18418237
0.0045715,-10.29256841,10.1946056,17.24881614
0.004572,7.88523925,9.26004535,18.93238434
0.0045725,23.38927841,7.373759451,20.3978958
0.004573,35.17240708,5.462150061,19.9665364
0.0045735,44.34878841,4.594897521,19.9751372
0.004574,52.45761604,4.159749359,18.66837735
0.0045745,59.68233905,3.629485454,14.24899136
0.004575,65.8497199,3.021242906,8.852881415
0.0045755,70.82076949,2.335352795,7.493761936
0.004576,74.48115288,1.606518274,7.992336376
0.0045765,76.78250962,0.881686412,8.658421167
0.004577,77.74842898,0.172586833,8.881658011
0.0045775,77.42555571,-0.513077074,9.654535187
0.004578,75.85824289,-1.165024929,11.14689829
0.0045785,73.12362772,-1.776211124,13.17468434
0.004579,69.32039653,-2.329114593,15.6963827
0.0045795,64.56897396,-2.795593267,19.64215472
0.00458,59.06487187,-3.131071289,22.89148988
0.0045805,53.02451823,-3.372355671,23.24040929
0.004581,46.59655854,-3.559211627,20.61742728
0.0045815,39.88351132,-3.686314093,14.95830201
0.004582,32.96198667,-3.782892356,13.66082179
0.0045825,25.9184281,-3.830965943,14.8093002
0.004583,18.85969733,-3.795493834,14.28912581
0.0045835,11.91667397,-3.674995643,12.43529383
0.004584,5.244169235,-3.501478992,10.14825295
0.0045845,-1.049430957,-3.291390775,10.22750456
0.004585,-6.925369589,-3.046297263,8.145623441
0.0045855,-12.33219834,-2.781998534,5.78527884
0.004586,-17.22622785,-2.501282201,3.998487122
0.0045865,-21.57152771,-2.193923412,4.032053232
0.004587,-25.31624126,-1.846713974,3.296483889
0.0045875,-28.41973926,-1.505094401,-1.157978341
0.004588,-30.90015023,-1.176318674,-6.893169635
0.0045885,-32.78343191,-0.869837562,-13.87619102
0.004589,-34.18604937,-0.654610898,-19.36602796
0.0045895,-35.23831154,-0.486957591,-21.92804733
0.00459,-35.99944764,-0.343874712,-27.31529004
0.0045905,-36.54281774,-0.253221137,-34.61350587
0.004591,-36.98656773,-0.223754638,-42.45223458
0.0045915,-37.42667415,-0.257914832,-49.64142659
0.004592,-37.99020397,-0.365890585,-54.32861783
0.0045925,-38.80920347,-0.517021903,-57.84761787
0.004593,-39.92381173,-0.690846643,-60.13890017
0.0045935,-41.36737707,-0.866924794,-62.7560772
0.004594,-43.12969434,-1.039931391,-64.10251088
0.0045945,-45.20488761,-1.200271856,-63.6031619
0.004595,-47.56063127,-1.334394451,-63.54568
0.0045955,-50.133406,-1.431870141,-61.89124498
0.004596,-52.85311026,-1.498625919,-59.09079354
0.0045965,-55.62780282,-1.485854724,-54.30192667
0.004597,-58.3175022,-1.409217056,-49.58947871
0.0045975,-60.81170997,-1.270918977,-44.61140212
0.004598,-62.96152224,-1.040654672,-40.03986305
0.0045985,-64.64065374,-0.766979531,-35.9758907
0.004599,-65.78273887,-0.456447714,-31.51824116
0.0045995,-66.28254608,-0.076134659,-26.95126161
0.0046,-66.05629438,0.32270058,-24.41968845
0.0046005,-65.09330151,0.721774568,-20.77516713
0.004601,-63.38202477,1.120263376,-21.01249406
0.0046015,-60.95697789,1.487917493,-23.48825764
0.004602,-57.90982442,1.796909095,-25.80963526
0.0046025,-54.35512937,2.037303775,-26.02914231
0.004603,-50.39617626,2.222738152,-23.62651824
0.0046035,-46.10660605,2.401908064,-24.74981917
0.004604,-41.54125725,2.516380362,-28.6890263
0.0046045,-36.8808554,2.501665076,-36.54155412
0.004605,-32.3280253,2.397293938,-43.9531772
0.0046055,-28.07379366,2.181055888,-48.67849245
0.004606,-24.30704732,1.872813016,-49.01846926
0.0046065,-21.14511258,1.535884487,-47.46103155
0.004607,-18.61103718,1.205083305,-43.35248067
0.0046075,-16.67609182,0.892110162,-38.10345321
0.004608,-15.27538178,0.621693799,-34.74562614
0.0046085,-14.33945488,0.394836407,-34.64261241
0.004609,-13.80898689,0.180976115,-35.30218702
0.0046095,-13.67547966,-0.037917131,-37.92836341
0.00461,-13.959748,-0.269257044,-38.15101149
0.0046105,-14.67313206,-0.500835531,-37.1968672
0.004611,-15.80207096,-0.711722741,-34.05847179
0.0046115,-17.26831786,-0.864897645,-31.43190567
0.004612,-18.97431386,-0.96946644,-28.57992104
0.0046125,-20.84353054,-1.042145915,-25.4359696
0.004613,-22.79244522,-1.055647396,-22.81719625
0.0046135,-24.71828839,-1.011504941,-21.14721314
0.004614,-26.52084266,-0.928656301,-19.50078878
0.0046145,-28.14818133,-0.82500497,-20.3394677
0.004615,-29.59012953,-0.733164957,-23.23933958
0.0046155,-30.86299524,-0.644404345,-23.26705303
0.004616,-31.96268896,-0.538676668,-21.02185993
0.0046165,-32.84168689,-0.409522506,-17.59437562
0.004617,-33.45548119,-0.249554607,-11.23586894
0.0046175,-33.72282572,-0.031891625,-4.723922824
0.004618,-33.53143356,0.244242232,3.588908764
0.0046185,-32.76610248,0.602286235,11.19452177
0.004619,-31.25997222,1.019639368,16.64733097
0.0046195,-28.96591545,1.468780684,25.07841767
0.00462,-25.79572636,1.955355053,35.09419718
0.0046205,-21.68433415,2.49647518,44.16184802
0.004621,-16.53581678,3.057897595,52.95684939
0.0046215,-10.34995769,3.627880019,60.22261187
0.004622,-3.087108325,4.223519016,66.39121176
0.0046225,5.284472828,4.811443683,66.29916078
0.004623,15.17351804,6.156839153,63.1132083
0.0046235,28.32300342,7.839101251,61.41822689
0.004624,43.162538,7.937245021,59.72095137
0.0046245,57.01208529,6.900571875,57.53240063
0.004625,68.37336437,5.399332846,53.66634864
0.0046255,77.60832025,4.697060646,53.83013691
0.004626,85.89902755,4.2468847,56.94867672
0.0046265,93.30409238,3.744831984,59.29624655
0.004627,99.77608238,3.242856478,60.62481721
0.0046275,105.3126122,2.735249422,64.42908794
0.004628,109.9020147,2.222532515,72.46666983
0.0046285,113.597948,1.787015993,83.11149973
0.004629,116.5639438,1.425351112,96.2893111
0.0046295,118.9635602,1.186832723,105.8690945
0.00463,120.9967577,1.009506703,110.7833667
0.0046305,122.7199151,0.856565427,111.8177515
0.004631,124.1766209,0.721898274,112.5380816
0.0046315,125.3863198,0.583600343,113.0696528
0.004632,126.336654,0.43728503,113.1433563
0.0046325,127.0044371,0.285355735,114.864458
0.004633,127.4165947,0.16366617,117.8684496
0.0046335,127.6254941,0.064642404,116.9905123
0.004634,127.6414659,-0.052176035,114.0775206
0.0046345,127.4202172,-0.188574356,112.1169614
0.004635,126.9254668,-0.350442146,108.8615655
0.0046355,126.1241541,-0.511569704,104.1607369
0.004636,125.0034049,-0.708590024,100.5828386
0.0046365,123.4819573,-0.940483519,94.66793185
0.004637,121.4864397,-1.221179688,87.99856961
0.0046375,118.9528827,-1.513206669,82.01921073
0.004638,115.8641721,-1.824088734,75.84468298
0.0046385,112.1853979,-2.15713037,71.15783875
0.004639,107.8725117,-2.501969272,66.72194094
0.0046395,102.9326779,-2.827021561,65.10553969
0.00464,97.43844596,-3.096043987,64.17208512
0.0046405,91.50216396,-3.304010847,64.75126014
0.004641,85.24596619,-3.442342952,66.44449937
0.0046415,78.80013767,-3.506684599,65.53636431
0.004642,72.29972792,-3.501974168,60.06811031
0.0046425,65.82199471,-3.494586739,54.8114724
0.004643,59.34851118,-3.494314063,50.62526655
0.0046435,52.89845029,-3.468659204,47.81660038
0.004644,46.54272443,-3.386731573,44.72882798
0.0046445,40.36560235,-3.275378998,41.91226213
0.004645,34.42697303,-3.134126743,42.40307485
0.0046455,28.79586064,-2.945992283,40.96116783
0.004646,23.55168087,-2.710574149,39.98030162
0.0046465,18.77987933,-2.438794203,37.9291036
0.004647,14.51776115,-2.160547199,34.82046123
0.0046475,10.76053502,-1.899463136,30.71492371
0.004648,7.493588342,-1.631772903,25.51534738
0.0046485,4.714384246,-1.377611014,22.42705644
0.004649,2.389196251,-1.133062129,23.04794073
0.0046495,0.520550513,-0.875684013,25.1736074
0.00465,-0.842249051,-0.592070416,26.79055816
0.0046505,-1.66293673,-0.29299535,26.33952462
0.004651,-1.927220627,0.007736462,27.54036494
0.0046515,-1.63968204,0.302272008,32.920787
0.004652,-0.769095199,0.644161255,37.46406294
0.0046525,0.760459365,1.01371062,39.91679066
0.004653,2.966483747,1.366885861,40.2170204
0.0046535,5.801624251,1.684362375,37.51393627
0.004654,9.187130023,1.954440983,29.3153664
0.0046545,12.9277966,2.064341492,21.1273995
0.004655,16.75977784,2.056460032,11.57011515
0.0046555,20.48536072,1.938173713,-0.047024579
0.004656,23.80034542,1.618400283,-9.871439607
0.0046565,26.42721328,1.204932778,-20.31037247
0.004657,28.21368852,0.704526298,-29.63912493
0.0046575,28.95994657,0.09247921,-35.41617038
0.004658,28.53105645,-0.560139485,-43.19577512
0.0046585,26.84713832,-1.25614864,-53.3748207
0.004659,23.8146392,-2.034532273,-61.44856324
0.0046595,19.31783661,-2.813739366,-66.41858188
0.00466,13.39732213,-3.574493272,-72.80229513
0.0046605,6.074004836,-4.326645362,-77.54744602
0.004661,-2.664120202,-5.229423652,-80.92881429
0.0046615,-15.52276139,-8.838084023,-86.94014429
0.004662,-34.79191168,-11.60990875,-90.56900609
0.0046625,-57.31038547,-12.35545859,-91.18629825
0.004663,-79.33071692,-11.14372036,-90.7799538
0.0046635,-97.77462456,-8.658399002,-86.92636867
0.004664,-111.0182445,-5.70992119,-80.14121155
0.0046645,-120.1849258,-4.469680962,-73.34852885
0.004665,-127.8665205,-3.811629518,-68.51664689
0.0046655,-134.2441605,-3.063264311,-66.24596699
0.004666,-139.1897487,-2.269151674,-64.20074673
0.0046665,-142.612848,-1.422650634,-61.12437968
0.004667,-144.4435493,-0.553599148,-59.71592962
0.0046675,-144.6862347,0.289524749,-62.19746975
0.004668,-143.3960497,1.098943153,-62.38481795
0.0046685,-140.6383787,1.869342602,-61.40297115
0.004669,-136.4960467,2.592662682,-60.4665256
0.0046695,-131.0700296,3.256224398,-56.95454826
0.00467,-124.4550644,3.882632063,-51.56838693
0.0046705,-116.69547,4.489511314,-51.44230406
0.004671,-107.8622764,5.12138729,-52.32180095
0.0046715,-96.87324068,6.882530007,-55.25998019
0.004672,-82.97588683,7.891181468,-57.11177495
0.0046725,-68.5328198,7.510106703,-57.55731558
0.004673,-55.70029988,6.270542536,-56.53519035
0.0046735,-45.26482564,5.101085987,-57.07323274
0.004674,-36.30047688,4.656680709,-61.58149366
0.0046745,-28.0932669,4.191867643,-66.77805803
0.004675,-20.84431036,3.623661304,-69.74566218
0.0046755,-14.7128668,2.98691435,-70.27030931
0.004676,-9.812829248,2.299344804,-71.71499955
0.0046765,-6.210265926,1.590059329,-71.39696641
0.004677,-3.924244096,0.879491506,-71.38132432
0.0046775,-2.953939812,0.173980631,-70.84259674
0.004678,-3.276452874,-0.516409376,-70.78153447
0.0046785,-4.845773514,-1.175905977,-69.76081615
0.004679,-7.591238663,-1.782830102,-67.24760445
0.0046795,-11.38751199,-2.318224995,-67.17982539
0.00468,-16.12811715,-2.790872337,-68.67922637
0.0046805,-21.69765753,-3.200424781,-68.28475236
0.004681,-27.94925328,-3.528939649,-63.01550855
0.0046815,-34.70335248,-3.74219198,-57.64808158
0.004682,-41.70135327,-3.788671775,-47.8857727
0.0046825,-48.64828354,-3.692650136,-34.14913521
0.004683,-55.27332723,-3.417512864,-21.51391926
0.0046835,-61.17079273,-2.930786524,-11.5578256
0.004684,-66.04046599,-2.319084607,-4.53666104
0.0046845,-69.70562519,-1.624541904,0.295584559
0.004685,-72.01863426,-0.868184876,1.48358055
0.0046855,-72.9141389,-0.100739218,2.443891593
0.004686,-72.39028405,0.669818562,5.974177976
0.0046865,-70.44169821,1.432231792,8.337031367
0.004687,-67.1070058,2.159197746,8.620435764
0.0046875,-62.47923877,2.822953,5.398829835
0.004688,-56.70597483,3.393675534,2.665953103
0.0046885,-49.97136916,3.856340398,1.063515225
0.004689,-42.45865901,4.22587799,-0.174920449
0.0046895,-34.3518767,4.506313798,-1.810976127
0.00469,-25.83662365,4.687558143,-3.651572866
0.0046905,-17.10007034,4.745406177,-4.344242577
0.004691,-8.358439482,4.670767928,-4.56013324
0.0046915,0.158115641,4.505051255,-3.973372562
0.004692,8.294015907,4.277218986,-2.24906185
0.0046925,15.95594426,4.007097958,2.026984711
0.004693,23.10759187,3.722818615,7.749789054
0.0046935,29.71348148,3.420159453,14.17835083
0.004694,35.73269656,3.069755748,23.08245755
0.0046945,41.15103148,2.78919239,32.94007845
0.004695,46.12388326,2.593941935,44.47072222
0.0046955,50.84958198,2.518822038,55.07502732
0.004696,55.46796734,2.472462464,61.12158172
0.0046965,59.98803448,2.415750806,67.8517143
0.004697,64.45933831,2.416110352,74.18714296
0.0046975,68.94204513,2.424856204,79.36308828
0.004698,73.41917968,2.415976482,83.77274103
0.0046985,77.87533942,2.398779827,86.6814593
0.004699,82.29705564,2.367093456,88.71262786
0.0046995,86.64928564,2.325539658,89.57267161
0.0047,90.89497773,2.255281708,92.11382988
0.0047005,94.9971544,2.167400464,94.01340058
0.004701,98.92035492,2.068380109,93.81987055
0.0047015,102.6339146,1.938395187,91.21390009
0.004702,106.0646468,1.753178354,88.68947378
0.0047025,109.1080883,1.524532559,86.77934445
0.004703,111.68289,1.257250956,85.02566248
0.0047035,113.7289521,0.946376905,80.29547819
0.004704,115.1448388,0.571998509,72.33475419
